c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,label,exp_group,ID,A1_value_gain,A2_value_gain,A3_value_gain,A4_value_gain,A5_value_gain,A6_value_gain,A7_value_gain
9,15,5,8,9,8,1,9,8,3,1,1,1,0,226.324,4,1583,124.8898526,3101.621018,323.3044797,932.4725869,599.4670046,1074.45138,2365.330941
5,5,5,3,1,0,0,8,0,0,0,0,0,0,0,2,1584,1788.118935,-356.6506163,-74.49924642,-421.9358314,-383.6288149,-70.52760062,1831.802501
9,10,15,16,10,3,0,5,0,0,1,1,1,0,0,4,1585,-874.6775238,-588.1997138,323.3044797,-1076.277429,599.4670046,761.5297225,240.3578818
4,8,0,0,0,8,5,11,3,0,0,0,0,0,0,0,1586,-1511.451187,-1082.741078,-74.49924642,-421.9358314,-383.6288149,-70.52760062,-893.9239651
14,28,22,25,27,44,40,16,98,8,17,38,2.235294118,0,3347.454,4,1587,124.8898526,-249.3268403,330.0070945,-6.050387741,176.7262311,299.7999742,-204.3292986
14,29,2,7,6,53,38,2,0,0,0,0,0,0,6195.363,4,1588,124.8898526,-356.6506163,323.3044797,-227.0923968,599.4670046,-546.1908036,-207.5322673
14,30,1,2,5,17,3,6,0,0,30,37,1.233333333,2,16739.056,3,1589,124.8898526,-356.6506163,323.3044797,932.4725869,599.4670046,761.5297225,240.3578818
14,28,65,81,80,0,0,12,0,0,10,18,1.8,0,0,0,1590,124.8898526,190.4266132,323.3044797,932.4725869,599.4670046,977.759175,517.2332925
6,9,14,7,5,15,11,5,0,0,2,4,2,1,0,6,1591,124.8898526,-356.6506163,-74.49924642,1167.104395,-383.6288149,761.5297225,604.8433211
12,27,3,2,4,27,11,7,0,0,21,173,8.238095238,7,0,5,1592,124.8898526,-249.3268403,-257.2928285,-6.050387741,176.7262311,299.7999742,-204.3292986
3,3,44,22,13,7,3,13,0,0,2,2,1,0,17469.68,2,1593,124.8898526,-356.6506163,2476.936536,2080.846259,1322.492043,1074.45138,1650.958762
2,6,7,3,20,0,0,13,0,0,2,4,2,0,0,5,1594,124.8898526,1104.935033,-74.49924642,-421.9358314,-383.6288149,-70.52760062,-893.9239651
14,30,10,13,16,2,1,7,0,0,30,290,9.666666667,16,4940.64,5,1595,124.8898526,-942.1926331,-781.7652567,-227.0923968,176.7262311,-546.1908036,-204.3292986
9,14,41,29,26,2,0,11,0,0,7,8,1.142857143,1,18430.76,2,1596,4834.166724,3711.384935,2476.936536,2080.846259,1322.492043,3520.290046,1650.958762
14,30,54,57,73,8,1,22,0,0,28,54,1.928571429,0,3628.869,1,1597,124.8898526,436.8222744,2476.936536,2080.846259,1322.492043,1074.45138,1650.958762
14,30,6,6,5,11,2,5,0,0,30,61,2.033333333,4,1886.599,3,1598,124.8898526,-249.3268403,-257.2928285,932.4725869,-375.3436775,299.7999742,-204.3292986
12,28,18,14,29,51,37,3,0,0,7,11,1.571428571,1,29730.74,7,1599,4834.166724,170.0850332,-271.138657,932.4725869,599.4670046,3520.290046,2365.330941
13,29,19,17,40,11,0,5,0,0,29,34,1.172413793,1,5418.674,4,1600,124.8898526,-356.6506163,-271.138657,932.4725869,-375.3436775,1074.45138,-525.9189828
14,30,748,541,412,3,1,13,0,0,12,21,1.75,2,19468.792,6,1601,124.8898526,-356.6506163,323.3044797,-6.050387741,176.7262311,299.7999742,517.2332925
14,30,86,101,136,2,1,5,0,0,20,36,1.8,3,3842.116,0,1602,124.8898526,3101.621018,323.3044797,932.4725869,599.4670046,761.5297225,240.3578818
11,17,14,9,10,2,1,5,0,0,1,1,1,0,2163.537,3,1603,124.8898526,127.5414924,742.2291416,406.6208889,1322.492043,1074.45138,1650.958762
9,25,8,19,39,0,0,4,0,0,13,21,1.615384615,0,6587.556,3,1604,124.8898526,1747.844471,742.2291416,406.6208889,4563.048435,1074.45138,1650.958762
13,25,23,34,41,6,2,7,0,0,22,54,2.454545455,5,10980.091,1,1605,124.8898526,-356.6506163,742.2291416,406.6208889,1322.492043,1074.45138,1650.958762
4,4,3,6,3,1,0,7,0,0,1,1,1,0,0,1,1606,124.8898526,-295.3529355,323.3044797,-227.0923968,599.4670046,-70.52760062,240.3578818
14,30,48,39,29,2,0,2,0,0,30,131,4.366666667,0,841.294,3,1607,124.8898526,-249.3268403,-257.2928285,-6.050387741,176.7262311,299.7999742,-204.3292986
2,3,0,0,1,0,0,6,0,0,1,3,3,0,0,4,1608,524.4545172,-588.1997138,1422.43522,-4891.771717,599.4670046,299.7999742,-2438.982267
14,27,48,34,34,32,30,6,5,0,1,1,1,1,14620.207,1,1609,124.8898526,-249.3268403,330.0070945,-6.050387741,176.7262311,299.7999742,-204.3292986
14,30,87,100,115,7,4,9,0,0,30,80,2.666666667,0,16038.999,0,1610,124.8898526,-356.6506163,-74.49924642,2080.846259,1322.492043,1074.45138,1650.958762
14,30,67,65,80,48,38,17,0,0,25,35,1.4,0,7765.674,0,1611,-1511.451187,1104.935033,-74.49924642,-421.9358314,-383.6288149,-70.52760062,-893.9239651
14,30,29,38,42,12,1,10,0,0,30,46,1.533333333,0,3070.963,0,1612,124.8898526,-356.6506163,742.2291416,932.4725869,599.4670046,3520.290046,-525.9189828
14,30,68,63,63,273,103,17,1565,7,15,26,1.733333333,0,4509.952,3,1613,2547.420966,380.6326524,1390.669249,3193.752769,7732.261087,761.5297225,604.8433211
14,30,26,41,65,3,3,3,0,0,30,118,3.933333333,7,12266.68,0,1614,124.8898526,717.5380186,330.0070945,-6.050387741,176.7262311,-546.1908036,-204.3292986
14,30,22,34,43,5,3,18,0,0,7,9,1.285714286,0,19.594,7,1615,124.8898526,-356.6506163,323.3044797,932.4725869,599.4670046,977.759175,517.2332925
14,30,154,110,129,9,9,6,0,0,8,12,1.5,1,19267.24,7,1616,124.8898526,190.4266132,323.3044797,932.4725869,176.7262311,-70.52760062,240.3578818
5,5,0,0,0,0,0,11,0,5,0,0,0,0,0,4,1617,124.8898526,190.4266132,323.3044797,-6.050387741,176.7262311,2043.412915,877.2049144
14,30,29,36,50,10,4,3,0,0,15,28,1.866666667,1,3669.243,2,1618,124.8898526,190.4266132,323.3044797,-6.050387741,176.7262311,1074.45138,877.2049144
1,1,0,0,0,22,3,15,0,0,0,0,0,0,0,0,1619,124.8898526,-249.3268403,330.0070945,-6.050387741,176.7262311,299.7999742,-204.3292986
4,10,0,0,4,1,1,12,0,0,1,1,1,0,0,4,1620,124.8898526,-249.3268403,-257.2928285,-6.050387741,176.7262311,299.7999742,-204.3292986
13,29,4,3,7,5,5,7,0,0,24,45,1.875,3,0,4,1621,124.8898526,-3321.072145,-271.138657,-227.0923968,599.4670046,-546.1908036,517.2332925
14,30,85,78,92,38,13,2,0,0,11,13,1.181818182,1,3696.056,6,1622,124.8898526,717.5380186,330.0070945,-6.050387741,176.7262311,-546.1908036,-204.3292986
6,13,0,1,2,6,2,7,0,0,0,0,0,0,0,3,1623,124.8898526,-356.6506163,-271.138657,932.4725869,599.4670046,761.5297225,240.3578818
14,30,20,24,38,13,13,5,127,2,28,63,2.25,2,7230.609,6,1624,-1511.451187,-356.6506163,-74.49924642,2080.846259,1322.492043,2043.412915,3448.646477
14,30,1,3,10,2,0,4,0,0,30,31,1.033333333,1,824.673,0,1625,124.8898526,2641.821001,1422.43522,932.4725869,599.4670046,299.7999742,1439.555863
14,30,57,65,99,40,12,2,1344,10,1,1,1,0,0,6,1626,124.8898526,3101.621018,1448.706815,406.6208889,1322.492043,761.5297225,3448.646477
14,29,20,25,31,0,0,7,0,0,0,0,0,0,12740.481,6,1627,124.8898526,-1082.741078,323.3044797,-227.0923968,599.4670046,761.5297225,240.3578818
14,30,10,6,5,12,1,11,0,0,30,78,2.6,3,7308.27,1,1628,124.8898526,-295.3529355,323.3044797,932.4725869,599.4670046,299.7999742,-207.5322673
14,30,109,85,145,54,6,5,0,0,25,64,2.56,1,19810.065,1,1629,124.8898526,190.4266132,323.3044797,-6.050387741,176.7262311,977.759175,517.2332925
14,30,61,66,86,6,2,16,0,0,30,33,1.1,0,1889.775,7,1630,2547.420966,-588.1997138,323.3044797,-1076.277429,599.4670046,761.5297225,-1815.377758
12,28,6,4,10,600,483,13,76,2,1,1,1,0,0,2,1631,124.8898526,436.8222744,323.3044797,-6.050387741,176.7262311,1074.45138,877.2049144
14,28,5,8,11,3,0,6,0,0,25,36,1.44,1,1533.392,0,1632,124.8898526,-356.6506163,323.3044797,-6.050387741,176.7262311,-546.1908036,517.2332925
12,26,49,44,48,5,3,5,0,0,5,11,2.2,0,0,5,1633,1205.225628,4315.200358,1390.669249,1167.104395,-383.6288149,761.5297225,13.85384394
6,11,0,0,5,10,3,9,0,0,2,4,2,1,0,2,1634,124.8898526,729.3458261,-74.49924642,-421.9358314,-383.6288149,-1483.580191,-893.9239651
2,8,9,4,7,1,0,8,0,0,2,2,1,1,88.967,5,1635,2547.420966,380.6326524,1390.669249,-1663.265944,599.4670046,761.5297225,240.3578818
12,27,23,25,42,46,44,13,5,0,7,15,2.142857143,3,15787.496,4,1636,124.8898526,127.5414924,323.3044797,-6.050387741,176.7262311,299.7999742,517.2332925
9,24,12,8,17,8,4,11,0,0,6,8,1.333333333,3,6225.301,1,1637,124.8898526,-249.3268403,-781.7652567,-227.0923968,176.7262311,-546.1908036,-204.3292986
14,30,48,60,73,96,68,16,345,3,22,102,4.636363636,5,22147.746,5,1638,124.8898526,1104.935033,742.2291416,406.6208889,1322.492043,1074.45138,1650.958762
12,28,14,12,24,5,3,5,0,0,0,0,0,0,2634.343,6,1639,124.8898526,-356.6506163,323.3044797,932.4725869,-375.3436775,-70.52760062,240.3578818
1,1,0,0,0,0,0,5,0,0,1,1,1,0,0,7,1640,1788.118935,729.3458261,-74.49924642,-421.9358314,-383.6288149,-70.52760062,1831.802501
14,30,16,14,19,1590,1320,12,24,5,21,53,2.523809524,11,3024.279,4,1641,124.8898526,436.8222744,742.2291416,406.6208889,1322.492043,1074.45138,1650.958762
1,1,1,0,0,31,10,8,0,0,0,0,0,0,0,5,1642,-2927.268794,380.6326524,4422.695293,932.4725869,-2659.948458,3520.290046,1650.958762
7,15,82,71,91,5,4,7,0,0,7,11,1.571428571,2,18200.088,2,1643,124.8898526,-356.6506163,2476.936536,406.6208889,1322.492043,1074.45138,1650.958762
1,1,3,1,1,1,0,9,0,0,1,2,2,1,0,1,1644,124.8898526,729.3458261,1448.706815,-421.9358314,1759.319369,-70.52760062,-893.9239651
12,22,0,0,0,47,35,9,10,2,1,1,1,0,87.125,3,1645,124.8898526,729.3458261,323.3044797,2464.314513,-375.3436775,-546.1908036,-207.5322673
14,30,19,19,26,26,12,8,0,0,30,410,13.66666667,3,10503.149,0,1646,124.8898526,190.4266132,323.3044797,-6.050387741,176.7262311,-546.1908036,517.2332925
3,3,2,1,0,0,0,18,0,0,3,5,1.666666667,3,0,3,1647,124.8898526,-1082.741078,323.3044797,-227.0923968,599.4670046,-70.52760062,240.3578818
7,9,2,2,1,12,3,27,14,0,0,0,0,0,0,2,1648,124.8898526,127.5414924,323.3044797,-6.050387741,176.7262311,1074.45138,877.2049144
14,30,5,4,6,2,0,10,0,0,30,73,2.433333333,1,1828.899,5,1649,124.8898526,-356.6506163,-74.49924642,-421.9358314,-383.6288149,-70.52760062,-893.9239651
14,30,19,34,56,56,39,7,0,1,2,2,1,0,2040.006,1,1650,124.8898526,623.4118897,323.3044797,-227.0923968,-375.3436775,-70.52760062,240.3578818
14,30,7,9,10,4,3,8,0,0,30,454,15.13333333,9,7696.138,0,1651,-1511.451187,-356.6506163,-74.49924642,-421.9358314,-383.6288149,-70.52760062,-893.9239651
14,30,76,60,79,11,3,9,0,0,16,25,1.5625,1,6617.624,0,1652,124.8898526,436.8222744,323.3044797,-6.050387741,176.7262311,1074.45138,877.2049144
14,30,20,22,34,303,228,4,0,0,29,50,1.724137931,1,1575.963,5,1653,124.8898526,-249.3268403,-257.2928285,-6.050387741,176.7262311,299.7999742,-204.3292986
11,16,6,5,5,2,2,4,0,0,0,0,0,0,0,5,1654,124.8898526,-249.3268403,330.0070945,-6.050387741,176.7262311,299.7999742,-204.3292986
13,27,4,6,6,7,2,11,0,0,27,60,2.222222222,11,553.356,2,1655,-1511.451187,1104.935033,-74.49924642,-421.9358314,-383.6288149,-70.52760062,-893.9239651
4,4,1,1,0,3,0,4,0,0,1,3,3,1,0,6,1656,124.8898526,1104.935033,742.2291416,406.6208889,1322.492043,1074.45138,1650.958762
13,29,28,42,47,1,1,5,0,0,4,5,1.25,2,0,0,1657,124.8898526,170.0850332,323.3044797,932.4725869,599.4670046,1074.45138,2365.330941
4,6,0,0,0,4,1,10,0,0,4,6,1.5,3,0,5,1658,124.8898526,-249.3268403,330.0070945,-6.050387741,176.7262311,299.7999742,-204.3292986
14,30,21,19,16,208,113,14,0,0,30,110,3.666666667,3,6630.334,7,1659,124.8898526,-249.3268403,-459.2245904,932.4725869,176.7262311,-546.1908036,-204.3292986
14,30,29,29,52,8,0,9,0,0,30,441,14.7,1,2389.401,3,1660,124.8898526,-356.6506163,323.3044797,932.4725869,599.4670046,-70.52760062,240.3578818
6,12,20,20,28,64,3,3,23,0,4,7,1.75,0,16869.145,6,1661,124.8898526,729.3458261,-74.49924642,-421.9358314,-383.6288149,-70.52760062,-893.9239651
14,30,9,9,9,14,13,2,0,0,30,178,5.933333333,0,1200.463,2,1662,4834.166724,4315.200358,4422.695293,2080.846259,4563.048435,977.759175,1650.958762
13,29,12,6,6,1,0,4,0,0,29,90,3.103448276,6,533.774,7,1663,124.8898526,190.4266132,-271.138657,932.4725869,-35.5484398,-70.52760062,240.3578818
1,4,0,0,0,0,0,8,0,0,1,3,3,1,0,6,1664,124.8898526,436.8222744,2476.936536,406.6208889,1322.492043,977.759175,3448.646477
14,30,104,121,199,11,6,19,1,6,22,76,3.454545455,2,3124.514,5,1665,124.8898526,1104.935033,742.2291416,406.6208889,1322.492043,1074.45138,1650.958762
4,7,16,8,6,42,42,6,0,3,1,2,2,0,2804.26,6,1666,124.8898526,380.6326524,4422.695293,2080.846259,4563.048435,3520.290046,1650.958762
14,30,89,86,106,16,6,5,0,0,15,20,1.333333333,4,24063.419,6,1667,2547.420966,4315.200358,3618.48549,1167.104395,-383.6288149,-1483.580191,13.85384394
14,30,92,74,133,24,15,6,0,0,2,2,1,0,4859.866,0,1668,124.8898526,1644.313426,323.3044797,932.4725869,599.4670046,761.5297225,240.3578818
1,2,0,0,0,0,0,6,0,0,1,2,2,1,0,4,1669,2547.420966,1644.313426,323.3044797,-227.0923968,599.4670046,977.759175,-207.5322673
11,22,23,13,13,0,0,5,0,0,0,0,0,0,23.651,3,1670,-874.6775238,-588.1997138,-271.138657,-1076.277429,599.4670046,761.5297225,240.3578818
14,30,77,63,68,226,173,6,5542,193,0,0,0,0,0,2,1671,124.8898526,729.3458261,-74.49924642,-421.9358314,-383.6288149,-70.52760062,-893.9239651
12,21,3,4,4,4,0,5,0,0,15,32,2.133333333,0,0,4,1672,124.8898526,-249.3268403,-257.2928285,-6.050387741,176.7262311,299.7999742,-204.3292986
14,30,186,181,225,50,23,12,2079,16,2,25,12.5,2,0,4,1673,1788.118935,436.8222744,-74.49924642,2080.846259,1322.492043,2043.412915,1650.958762
14,30,17,19,29,1,0,11,0,0,27,54,2,0,3169.654,5,1674,124.8898526,190.4266132,323.3044797,-6.050387741,176.7262311,299.7999742,517.2332925
14,30,20,22,24,16,15,14,75,0,28,80,2.857142857,0,0,5,1675,124.8898526,190.4266132,323.3044797,-227.0923968,176.7262311,1074.45138,877.2049144
14,30,37,31,31,7,5,4,0,0,30,37,1.233333333,0,2953.95,6,1676,124.8898526,-356.6506163,323.3044797,-227.0923968,599.4670046,-70.52760062,240.3578818
14,30,15,20,25,5,1,4,0,0,25,35,1.4,0,6055.293,4,1677,124.8898526,436.8222744,2476.936536,2080.846259,1322.492043,977.759175,1650.958762
14,30,28,31,41,2,0,6,0,0,2,2,1,1,0,0,1678,524.4545172,-588.1997138,323.3044797,-2550.693724,599.4670046,-546.1908036,-2438.982267
14,30,87,83,106,3,1,24,0,0,6,9,1.5,1,23332.602,4,1679,1788.118935,-356.6506163,-74.49924642,2080.846259,1322.492043,761.5297225,6285.66289
2,6,0,0,0,28,13,4,0,0,1,4,4,1,0,7,1680,124.8898526,190.4266132,323.3044797,932.4725869,-375.3436775,1074.45138,2365.330941
14,30,278,213,255,11,3,4,328,17,17,28,1.647058824,4,8175.62,6,1681,-1511.451187,-356.6506163,-74.49924642,1167.104395,-383.6288149,761.5297225,13.85384394
14,29,0,0,0,8,6,8,125,49,29,82,2.827586207,2,198.218,5,1682,124.8898526,-356.6506163,323.3044797,-227.0923968,-375.3436775,-546.1908036,-207.5322673
8,15,10,18,14,1,1,11,0,0,5,6,1.2,1,360.007,1,1683,124.8898526,2641.821001,323.3044797,-6.050387741,176.7262311,-546.1908036,-207.5322673
6,12,21,29,30,6,6,3,0,0,4,10,2.5,1,0,6,1684,-874.6775238,-588.1997138,323.3044797,-1076.277429,599.4670046,761.5297225,240.3578818
4,15,3,2,16,12,8,4,13,7,8,14,1.75,3,6784.512,3,1685,124.8898526,436.8222744,2476.936536,2080.846259,1322.492043,1074.45138,1650.958762
3,3,79,39,23,40,29,6,0,0,2,2,1,0,30460.538,3,1686,524.4545172,-588.1997138,323.3044797,-2550.693724,599.4670046,-546.1908036,-2438.982267
14,30,61,69,87,11,3,5,0,0,29,40,1.379310345,3,20362.576,1,1687,124.8898526,380.6326524,2476.936536,2080.846259,1322.492043,3520.290046,1650.958762
1,1,1,0,0,1,0,4,0,0,0,0,0,0,0,1,1688,124.8898526,-3321.072145,-271.138657,932.4725869,599.4670046,1074.45138,2365.330941
6,13,5,4,3,4,3,6,0,0,10,18,1.8,0,3180.631,3,1689,124.8898526,-249.3268403,-459.2245904,-6.050387741,176.7262311,-546.1908036,-204.3292986
5,7,0,5,9,0,0,10,0,0,5,25,5,2,0,0,1690,124.8898526,-356.6506163,323.3044797,-6.050387741,176.7262311,-70.52760062,240.3578818
11,24,3,13,30,1,0,5,0,0,1,1,1,0,0,1,1691,124.8898526,-249.3268403,-257.2928285,932.4725869,-375.3436775,299.7999742,-204.3292986
14,30,14,13,18,1,1,9,0,0,29,37,1.275862069,0,5282.036,5,1692,1205.225628,380.6326524,1448.706815,-1076.277429,599.4670046,761.5297225,-1815.377758
14,30,36,38,49,29,18,11,0,0,30,344,11.46666667,18,15169.203,3,1693,124.8898526,-249.3268403,-257.2928285,-6.050387741,176.7262311,299.7999742,-204.3292986
1,1,0,0,0,0,0,0,0,0,1,2,2,1,0,6,1694,124.8898526,-356.6506163,323.3044797,-227.0923968,-375.3436775,-546.1908036,-207.5322673
14,30,45,46,52,674,403,4,4772,36,24,40,1.666666667,2,0,5,1695,-2927.268794,170.0850332,323.3044797,932.4725869,599.4670046,-546.1908036,-207.5322673
14,30,26,22,31,31,12,5,0,0,30,58,1.933333333,2,16850.778,5,1696,124.8898526,-356.6506163,2476.936536,2080.846259,1322.492043,1074.45138,1650.958762
0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,1697,124.8898526,190.4266132,323.3044797,932.4725869,599.4670046,1074.45138,2365.330941
6,11,0,0,0,3,1,8,0,0,0,0,0,0,0.989,7,1698,124.8898526,-249.3268403,1422.43522,932.4725869,599.4670046,299.7999742,-204.3292986
14,30,50,41,49,619,144,7,16,0,24,30,1.25,1,6002.791,0,1699,124.8898526,190.4266132,323.3044797,-6.050387741,176.7262311,299.7999742,517.2332925
14,22,120,103,89,0,0,7,0,0,18,48,2.666666667,5,13663.204,5,1700,124.8898526,436.8222744,323.3044797,932.4725869,176.7262311,2043.412915,2365.330941
4,19,4,5,14,4,4,5,0,0,12,17,1.416666667,0,0,3,1701,124.8898526,2641.821001,323.3044797,-227.0923968,176.7262311,-546.1908036,-207.5322673
2,3,0,0,0,0,0,12,0,0,0,0,0,0,0,6,1702,124.8898526,1644.313426,323.3044797,932.4725869,599.4670046,977.759175,-207.5322673
3,8,3,1,2,0,0,3,0,0,3,8,2.666666667,0,0,6,1703,1788.118935,-356.6506163,-74.49924642,2080.846259,1322.492043,4207.388996,1650.958762
14,27,70,80,73,5,0,6,0,0,28,199,7.107142857,10,30713.73,4,1704,124.8898526,-356.6506163,323.3044797,932.4725869,-375.3436775,299.7999742,517.2332925
13,20,9,10,9,0,0,3,0,0,3,6,2,1,120.398,2,1705,124.8898526,-356.6506163,-74.49924642,2080.846259,1322.492043,977.759175,1650.958762
14,30,38,34,38,11,0,8,1,0,30,444,14.8,2,7186.812,5,1706,124.8898526,-249.3268403,-257.2928285,-6.050387741,176.7262311,299.7999742,-204.3292986
13,29,25,25,35,19,2,5,0,0,14,14,1,0,3269.182,4,1707,124.8898526,4315.200358,-74.49924642,1167.104395,-383.6288149,761.5297225,604.8433211
1,2,2,1,0,7,4,13,19,0,0,0,0,0,3496.849,6,1708,124.8898526,-942.1926331,323.3044797,-227.0923968,-492.6130005,-546.1908036,517.2332925
14,29,26,57,54,15,2,4,0,0,27,53,1.962962963,4,13461.121,0,1709,124.8898526,1104.935033,742.2291416,406.6208889,1322.492043,1074.45138,1650.958762
3,5,0,0,0,0,0,5,0,0,0,0,0,0,0,6,1710,124.8898526,127.5414924,323.3044797,-6.050387741,176.7262311,977.759175,517.2332925
14,30,10,9,12,11,4,13,0,0,30,32,1.066666667,1,583.341,3,1711,124.8898526,-356.6506163,-74.49924642,-421.9358314,-383.6288149,-70.52760062,1124.440126
1,1,0,0,0,0,0,3,0,0,1,4,4,1,0,0,1712,-874.6775238,1644.313426,323.3044797,-438.7345687,-492.6130005,-546.1908036,-207.5322673
13,29,3,4,5,17,15,4,157,0,1,2,2,1,3378.639,5,1713,124.8898526,190.4266132,323.3044797,-6.050387741,176.7262311,299.7999742,517.2332925
14,30,30,27,35,95,29,8,0,0,9,10,1.111111111,1,1398.518,5,1714,-874.6775238,-356.6506163,323.3044797,530.7908473,599.4670046,-70.52760062,240.3578818
4,7,6,4,2,38,34,13,1,1,4,7,1.75,0,983.401,3,1715,124.8898526,-356.6506163,742.2291416,2080.846259,1322.492043,1074.45138,1650.958762
14,30,15,16,28,4,0,5,0,0,30,79,2.633333333,23,8333.489,6,1716,124.8898526,-249.3268403,-459.2245904,-227.0923968,176.7262311,-546.1908036,-204.3292986
14,30,90,86,122,37,31,4,19,2,12,17,1.416666667,2,16286.492,2,1717,124.8898526,3101.621018,2476.936536,2080.846259,1322.492043,6036.039715,6285.66289
14,30,6,5,6,0,0,5,0,0,30,72,2.4,4,3517.847,6,1718,124.8898526,-249.3268403,-257.2928285,-6.050387741,176.7262311,299.7999742,-204.3292986
14,30,22,18,21,13,4,4,0,0,29,41,1.413793103,4,1215.424,3,1719,124.8898526,-356.6506163,742.2291416,406.6208889,1322.492043,299.7999742,1650.958762
3,3,4,2,1,2,0,6,0,0,1,4,4,1,0,5,1720,-2927.268794,380.6326524,3618.48549,1167.104395,-383.6288149,761.5297225,604.8433211
14,30,79,66,78,16,7,10,0,0,27,78,2.888888889,13,30608.643,7,1721,124.8898526,127.5414924,323.3044797,-6.050387741,176.7262311,299.7999742,517.2332925
10,26,7,8,29,169,121,6,0,0,17,36,2.117647059,4,0,4,1722,124.8898526,-249.3268403,-257.2928285,-6.050387741,176.7262311,299.7999742,-204.3292986
14,30,12,20,24,5,2,12,0,0,30,308,10.26666667,1,15756.107,4,1723,124.8898526,190.4266132,-271.138657,932.4725869,176.7262311,977.759175,-207.5322673
12,27,7,17,21,0,0,12,0,0,27,40,1.481481481,3,3627.418,6,1724,124.8898526,436.8222744,742.2291416,406.6208889,1322.492043,1074.45138,1650.958762
14,30,8,8,8,3,1,11,0,0,30,180,6,5,0,2,1725,124.8898526,-249.3268403,-257.2928285,-6.050387741,176.7262311,299.7999742,-204.3292986
13,28,60,65,71,3,1,12,0,0,27,40,1.481481481,1,5598.326,7,1726,124.8898526,190.4266132,323.3044797,-6.050387741,176.7262311,-546.1908036,517.2332925
14,30,83,85,134,0,0,7,0,0,30,38,1.266666667,3,820.432,5,1727,124.8898526,-356.6506163,-74.49924642,2080.846259,1322.492043,977.759175,1650.958762
14,30,63,55,65,15,11,16,0,0,5,6,1.2,1,19689.542,1,1728,124.8898526,190.4266132,323.3044797,-6.050387741,176.7262311,299.7999742,517.2332925
11,25,40,81,110,117,99,2,0,0,25,54,2.16,4,19587.75,7,1729,1205.225628,4315.200358,1390.669249,1167.104395,-383.6288149,761.5297225,13.85384394
14,30,12,18,29,24,24,4,0,0,29,56,1.931034483,1,12564.479,3,1730,1788.118935,-356.6506163,-74.49924642,2080.846259,1322.492043,-70.52760062,1831.802501
14,30,122,122,145,83,44,5,151,5,2,2,1,1,7576.373,6,1731,124.8898526,127.5414924,323.3044797,-6.050387741,176.7262311,1074.45138,2365.330941
14,30,35,51,57,0,0,4,0,0,9,11,1.222222222,2,0,7,1732,124.8898526,-356.6506163,742.2291416,406.6208889,1322.492043,1074.45138,1650.958762
14,30,11,11,12,2,1,8,0,0,30,116,3.866666667,4,2776.973,3,1733,124.8898526,170.0850332,323.3044797,932.4725869,599.4670046,977.759175,-207.5322673
13,29,6,22,26,320,214,4,499,0,1,3,3,0,0,5,1734,124.8898526,127.5414924,742.2291416,406.6208889,1322.492043,1074.45138,1650.958762
11,25,5,4,8,27,12,3,0,0,15,23,1.533333333,1,2353.153,6,1735,124.8898526,-356.6506163,323.3044797,-227.0923968,176.7262311,-70.52760062,240.3578818
14,30,5,6,12,0,0,19,0,0,25,79,3.16,0,3797.735,3,1736,1788.118935,-1082.741078,-74.49924642,1167.104395,-383.6288149,761.5297225,604.8433211
14,29,64,73,101,10,0,6,6,0,0,0,0,0,7886.909,2,1737,124.8898526,717.5380186,-257.2928285,-6.050387741,176.7262311,299.7999742,-204.3292986
14,30,337,315,342,11,7,12,6,5,30,406,13.53333333,8,325.524,7,1738,-874.6775238,-588.1997138,323.3044797,-1076.277429,599.4670046,761.5297225,-525.9189828
13,28,34,33,57,2,1,4,0,0,26,43,1.653846154,2,9426.708,2,1739,124.8898526,1104.935033,742.2291416,406.6208889,1322.492043,977.759175,3448.646477
14,30,4,4,6,32,3,7,0,0,30,59,1.966666667,0,2927.485,6,1740,124.8898526,190.4266132,323.3044797,-6.050387741,176.7262311,1074.45138,877.2049144
14,29,6,5,4,11,0,4,4,0,29,37,1.275862069,0,1072.673,3,1741,124.8898526,436.8222744,-74.49924642,2080.846259,1322.492043,2043.412915,1650.958762
8,17,2,5,3,1,0,7,0,0,14,19,1.357142857,1,11594.222,5,1742,2547.420966,3711.384935,1390.669249,3193.752769,1375.892765,761.5297225,604.8433211
3,8,1,0,0,0,0,13,0,0,0,0,0,0,0,3,1743,349.2260435,729.3458261,-74.49924642,-421.9358314,-383.6288149,-70.52760062,1831.802501
1,2,0,0,0,1,0,21,0,1,0,0,0,0,0,1,1744,124.8898526,-356.6506163,-74.49924642,2080.846259,1322.492043,2043.412915,3448.646477
14,30,24,19,23,271,76,12,0,0,23,39,1.695652174,1,4815.228,3,1745,124.8898526,2641.821001,-257.2928285,-227.0923968,176.7262311,-546.1908036,-204.3292986
14,30,70,47,82,117,67,5,12285,2,7,10,1.428571429,1,35.636,5,1746,124.8898526,190.4266132,323.3044797,-6.050387741,176.7262311,1074.45138,877.2049144
14,30,40,33,32,100,53,9,24,0,25,42,1.68,2,6096.703,3,1747,124.8898526,436.8222744,-74.49924642,2080.846259,1322.492043,-70.52760062,1650.958762
14,30,29,31,31,55,18,9,0,0,30,105,3.5,2,20067.076,6,1748,124.8898526,-249.3268403,-257.2928285,-6.050387741,176.7262311,299.7999742,-204.3292986
